Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
38,P,Zach Logue* (40-man),28,0,0,,,,,,,,,,,,,,,,,,,,,,,logueza01
39,P,Yohan Ramírez,29,0,0,,,,,,,,,,,,,,,,,,,,,,,ramiryo01
40,P,Joe Kelly,36,0,0,,,,,,,,,,,,,,,,,,,,,,,kellyjo05
41,P,J.P. Feyereisen,31,0,0,,,,,,,,,,,,,,,,,,,,,,,feyerjo01
42,P,James Paxton*,35,0,0,,,,,,,,,,,,,,,,,,,,,,,paxtoja01
43,P,Bobby Miller* (40-man),25,0,0,,,,,,,,,,,,,,,,,,,,,,,millebo06
44,P,Connor Brogdon (60-day IL),29,0,0,,,,,,,,,,,,,,,,,,,,,,,brogdco01
45,P,Daniel Hudson,37,0,0,,,,,,,,,,,,,,,,,,,,,,,hudsoda01
46,P,Ryan Brasier,36,0,0,,,,,,,,,,,,,,,,,,,,,,,brasiry01
47,P,Alex Vesia*,28,0,0,,,,,,,,,,,,,,,,,,,,,,,vesiaal01
48,P,Dinelson Lamet,31,0,0,,,,,,,,,,,,,,,,,,,,,,,lametdi01
49,P,Ben Casparius,25,0,0,,,,,,,,,,,,,,,,,,,,,,,caspabe01
50,P,Ryan Yarbrough,32,0,0,,,,,,,,,,,,,,,,,,,,,,,yarbrry01
51,P,Michael Kopech,28,0,0,,,,,,,,,,,,,,,,,,,,,,,kopecmi01
52,P,Justin Wrobleski* (40-man),23,0,0,,,,,,,,,,,,,,,,,,,,,,,wroblju01
53,P,Clayton Kershaw* (15-day IL),36,0,0,,,,,,,,,,,,,,,,,,,,,,,kershcl01
54,P,Evan Phillips,29,0,0,,,,,,,,,,,,,,,,,,,,,,,phillev01
55,P,River Ryan (60-day IL),25,0,0,,,,,,,,,,,,,,,,,,,,,,,ryanri01
56,P,Brusdar Graterol,25,0,0,,,,,,,,,,,,,,,,,,,,,,,gratebr01
57,P,Tyler Glasnow* (60-day IL),30,0,0,,,,,,,,,,,,,,,,,,,,,,,glasnty01
58,P,Ricky Vanasco,25,0,0,,,,,,,,,,,,,,,,,,,,,,,vanasri01
59,P,Michael Petersen,30,0,0,,,,,,,,,,,,,,,,,,,,,,,petermi01
,,Team Totals,30.4,156,6014,5312,803,1357,276,26,225,780,127,22,576,1296,.255,.332,.444,.777,120,2360,94,61,10,50,31,-9999
,,Rank in 15 NL teams,,,,5,2,4,2,6,1,,6,3,1,5,4,2,1,2,,2,,6,,2,,-9999
