Rk,Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
22,,Parker Mushinski*,28,0,0,,6.55,10,0,2,0,0,0,11.0,11,10,8,1,5,0,3,1,0,1,50,62,5.44,1.455,9.0,0.8,4.1,2.5,0.60,mushipa01
23,,Nick Hernandez (40-man),29,0,0,,7.88,5,0,2,0,0,0,8.0,10,7,7,4,1,0,10,0,0,0,34,53,7.54,1.375,11.3,4.5,1.1,11.3,10.00,hernani01
24,,Luis Contreras (40-man),28,0,0,,9.00,5,0,3,0,0,0,6.0,7,6,6,0,2,0,6,0,0,0,26,47,2.17,1.500,10.5,0.0,3.0,9.0,3.00,contrlu01
25,,Forrest Whitley (40-man),26,0,0,,0.00,3,0,2,0,0,0,3.1,5,2,0,0,3,0,5,1,0,0,20,,3.77,2.400,13.5,0.0,8.1,13.5,1.67,whitlfo01
26,,Joel Kuhnel,29,0,0,,18.00,1,0,0,0,0,0,2.0,4,4,4,0,0,0,1,1,0,0,11,26,3.67,2.000,18.0,0.0,0.0,4.5,,kuhnejo01
27,,Alex Speas,26,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,1,1,0,2,0,0,0,8,105,9.17,1.500,9.0,4.5,4.5,9.0,2.00,speasal01
28,,Dylan Coleman,27,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,,4.17,1.000,0.0,0.0,9.0,9.0,1.00,colemdy01
29,,Grae Kessinger,26,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.000,0.0,0.0,0.0,0.0,,kessigr01
30,,Miguel Díaz,29,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.000,0.0,0.0,0.0,0.0,,diazmi02
31,,Blair Henley,27,0,0,,135.00,1,1,0,0,0,0,0.1,4,5,5,0,3,0,0,1,0,0,9,6,39.17,21.000,108.0,0.0,81.0,0.0,0.00,henlebl01
32,,Wander Suero,32,0,1,.000,,1,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,suerowa01
,,Team Totals,29.4,85,72,.541,3.77,157,157,155,2,1,41,1396.0,1209,633,584,179,534,2,1439,60,10,48,5867,105,4.05,1.249,7.8,1.2,3.4,9.3,2.69,-9999
,,Rank in 15 AL teams,,4,12,,5,,,,2,7,7,3,3,4,5,8,13,,1,,,,,,,,,,,,,-9999
